ID,MODEL,PRICE,KM,MFG YEAR,FUEL TYPE,VEHICLE COLOR,VEHICLE TYPE,RATING,RATE COUNT
264,JAZZ ZX,975000,27000,2020,PETROL,REDIANT RED METALLIC,MANUAL,4,75
265,JAZZ ZX,765000,57000,2017,PETROL,WHITE ORCHID PEARL,MANUAL,5,79
266,JAZZ ZX,725000,73000,2016,PETROL,LUNAR SILVER METALLIC,MANUAL,1,56
267,JAZZ ZX,935000,54000,2019,PETROL,MODERN STEEL METALLIC,MANUAL,5,86
268,JAZZ ZX,850000,65000,2018,PETROL,GOLDEN BROWN METALLIC,MANUAL,2,45
269,JAZZ VX CVT,1000000,31000,2020,PETROL,REDIANT RED METALLIC,AMT,3,78
270,JAZZ VX CVT,755000,73000,2017,PETROL,WHITE ORCHID PEARL,AMT,4,89
271,JAZZ VX CVT,725000,75000,2016,PETROL,LUNAR SILVER METALLIC,AMT,5,98
272,JAZZ VX CVT,855000,65000,2018,PETROL,MODERN STEEL METALLIC,AMT,5,86
273,JAZZ VX CVT,975000,52000,2019,PETROL,GOLDEN BROWN METALLIC,AMT,4,65
274,JAZZ ZX CVT,945000,62000,2018,PETROL,REDIANT RED METALLIC,AMT,3,57
275,JAZZ ZX CVT,855000,76000,2017,PETROL,WHITE ORCHID PEARL,AMT,4,52
276,JAZZ ZX CVT,1075000,39000,2020,PETROL,LUNAR SILVER METALLIC,AMT,5,68
277,JAZZ ZX CVT,815000,78000,2016,PETROL,MODERN STEEL METALLIC,AMT,1,45
278,JAZZ ZX CVT,1015000,81000,2019,PETROL,GOLDEN BROWN METALLIC,AMT,5,71
279,CR-V 2.0 CVT,3425000,45000,2020,PETROL,REDIANT RED METALLIC,AMT,2,54
280,CR-V 2.0 CVT,3315000,65000,2018,PETROL,WHITE ORCHID PEARL,AMT,3,69
281,CR-V 2.0 CVT,3115000,74000,2016,PETROL,MODERN STEEL METALLIC,AMT,4,64
282,CR-V 2.0 CVT,3245000,69000,2017,PETROL,GOLDEN BROWN METALLIC,AMT,5,67
283,CR-V 2.0 CVT,3375000,58000,2019,PETROL,RADIANT RED METALLIC,AMT,5,90
284,CR-V 2.0 CVT,3415000,47000,2020,PETROL,LUNAR SILVER,AMT,4,74
285,CR-V SPECIAL EDITION,3325000,59000,2018,PETROL,REDIANT RED METALLIC,AMT,3,55
286,CR-V SPECIAL EDITION,3455000,56000,2019,PETROL,WHITE ORCHID PEARL,AMT,4,64
287,CR-V SPECIAL EDITION,3275000,69000,2017,PETROL,MODERN STEEL METALLIC,AMT,3,52
288,CR-V SPECIAL EDITION,3555000,38000,2020,PETROL,GOLDEN BROWN METALLIC,AMT,5,68
289,CR-V SPECIAL EDITION,3265000,77000,2016,PETROL,RADIANT RED METALLIC,AMT,2,45
290,CR-V SPECIAL EDITION,3355000,54000,2018,PETROL,LUNAR SILVER,AMT,4,71
291, CITY 4TH GENERATION SV MT,855000,50000,2017,PETROL,REDIANT RED METALLIC,MANUAL,5,54
292, CITY 4TH GENERATION SV MT,816000,70000,2016,PETROL,WHITE ORCHID PEARL,MANUAL,2,69
293, CITY 4TH GENERATION SV MT,916000,26000,2020,PETROL,MODERN STEEL METALLIC,MANUAL,4,64
294, CITY 4TH GENERATION SV MT,751000,73000,2015,PETROL,GOLDEN BROWN METALLIC,MANUAL,5,67
295, CITY 4TH GENERATION SV MT,911000,66000,2018,PETROL,LUNAR SILVER,MANUAL,2,54
296, CITY 4TH GENERATION V MT,836000,66000,2015,PETROL,REDIANT RED METALLIC,MANUAL,4,77
297, CITY 4TH GENERATION V MT,936000,53000,2017,PETROL,WHITE ORCHID PEARL,MANUAL,5,52
298, CITY 4TH GENERATION V MT,1021000,27000,2019,PETROL,MODERN STEEL METALLIC,MANUAL,3,91
299, CITY 4TH GENERATION V MT,986000,68000,2018,PETROL,GOLDEN BROWN METALLIC,MANUAL,5,64
300, CITY 4TH GENERATION V MT,1036000,29000,2020,PETROL,LUNAR SILVER,MANUAL,3,62
301,CITY V MT,1046000,63000,2017,PETROL,PLATINUM WHITE PEARL,MANUAL,4,51
302,CITY V MT,1191000,22000,2020,PETROL,REDIANT RED METALLIC,MANUAL,5,59
303,CITY V MT,956000,52000,2015,PETROL,LUNAR SILVER METALLIC,MANUAL,1,58
304,CITY V MT,926000,68000,2016,PETROL,MODERN STEEL METALLIC,MANUAL,5,90
305,CITY V MT,1126000,46000,2019,PETROL,GOLDEN BROWN METALLIC,MANUAL,5,74
306,CITY V CVT,1376000,26000,2020,PETROL,PLATINUM WHITE PEARL,AMT,5,55
307,CITY V CVT,1329000,37000,2020,PETROL,REDIANT RED METALLIC,AMT,4,64
308,CITY V CVT,1276000,49000,2018,PETROL,LUNAR SILVER METALLIC,AMT,3,52
309,CITY V CVT,1226000,66000,2016,PETROL,MODERN STEEL METALLIC,AMT,2,68
310,CITY V CVT,1256000,50000,2017,PETROL,GOLDEN BROWN METALLIC,AMT,5,52
311,CITY VX MT,1246000,53000,2018,PETROL,PLATINUM WHITE PEARL,MANUAL,4,91
312,CITY VX MT,1326000,43000,2019,PETROL,REDIANT RED METALLIC,MANUAL,2,64
313,CITY VX MT,976000,62000,2016,PETROL,LUNAR SILVER METALLIC,MANUAL,3,62
314,CITY VX MT,1359000,33000,2020,PETROL,MODERN STEEL METALLIC,MANUAL,5,51
315,CITY VX MT,946000,66000,2015,PETROL,GOLDEN BROWN METALLIC,MANUAL,4,59
316,CITY V MT DIESEL,1346000,40000,2019,DIESEL,PLATINUM WHITE PEARL,MANUAL,3,86
317,CITY V MT DIESEL,1276000,44000,2018,DIESEL,REDIANT RED METALLIC,MANUAL,5,72
318,CITY V MT DIESEL,1226000,53000,2017,DIESEL,LUNAR SILVER METALLIC,MANUAL,3,58
319,CITY V MT DIESEL,986000,65000,2016,DIESEL,MODERN STEEL METALLIC,MANUAL,4,90
320,CITY V MT DIESEL,1361000,34000,2020,DIESEL,GOLDEN BROWN METALLIC,MANUAL,1,74
321,CITY ZX MT,1346000,50000,2018,PETROL,PLATINUM WHITE PEARL,MANUAL,2,55
322,CITY ZX MT,1176000,64000,2016,PETROL,REDIANT RED METALLIC,MANUAL,4,47
323,CITY ZX MT,1486000,24000,2020,PETROL,LUNAR SILVER METALLIC,MANUAL,2,65
324,CITY ZX MT,1426000,49000,2019,PETROL,MODERN STEEL METALLIC,MANUAL,5,42
325,CITY ZX MT,1146000,72000,2015,PETROL,GOLDEN BROWN METALLIC,MANUAL,3,86
326,CITY VX CVT,1186000,73000,2015,PETROL,PLATINUM WHITE PEARL,AMT,2,94
327,CITY VX CVT,1346000,65000,2018,PETROL,REDIANT RED METALLIC,AMT,4,75
328,CITY VX CVT,1376000,62000,2019,PETROL,LUNAR SILVER METALLIC,AMT,3,66
329,CITY VX CVT,1511000,22000,2020,PETROL,MODERN STEEL METALLIC,AMT,2,53
330,CITY VX CVT,1246000,59000,2017,PETROL,GOLDEN BROWN METALLIC,AMT,5,64
331,CITY VX MT DIESEL,1411000,57000,2018,DIESEL,PLATINUM WHITE PEARL,MANUAL,4,58
332,CITY VX MT DIESEL,1276000,70000,2016,DIESEL,REDIANT RED METALLIC,MANUAL,2,64
333,CITY VX MT DIESEL,1556000,22000,2020,DIESEL,LUNAR SILVER METALLIC,MANUAL,5,57
334,CITY VX MT DIESEL,1316000,68000,2017,DIESEL,MODERN STEEL METALLIC,MANUAL,2,59
335,CITY VX MT DIESEL,1426000,54000,2019,DIESEL,GOLDEN BROWN METALLIC,MANUAL,1,46
336,CITY ZX CVT,1286000,72000,2016,PETROL,PLATINUM WHITE PEARL,AMT,3,58
337,CITY ZX CVT,1361000,58000,2018,PETROL,REDIANT RED METALLIC,AMT,5,76
338,CITY ZX CVT,1466000,65000,2017,PETROL,LUNAR SILVER METALLIC,AMT,4,94
339,CITY ZX CVT,1596000,24000,2020,PETROL,MODERN STEEL METALLIC,AMT,3,53
340,CITY ZX CVT,1487000,54000,2019,PETROL,GOLDEN BROWN METALLIC,AMT,5,64
341,CITY ZX MT DIESEL,1626000,27000,2020,DIESEL,PLATINUM WHITE PEARL,MANUAL,3,51
342,CITY ZX MT DIESEL,1326000,73000,2016,DIESEL,REDIANT RED METALLIC,MANUAL,4,64
343,CITY ZX MT DIESEL,1376000,69000,2016,DIESEL,LUNAR SILVER METALLIC,MANUAL,2,53
344,CITY ZX MT DIESEL,1576000,50000,2019,DIESEL,MODERN STEEL METALLIC,MANUAL,5,42
345,CITY ZX MT DIESEL,1426000,63000,2017,DIESEL,GOLDEN BROWN METALLIC,MANUAL,5,86
346,AMAZE E PETROL,376000,72000,2015,PETROL,SILVER,MANUAL,5,42
347,AMAZE E PETROL,476000,62000,2017,PETROL,ORCHID WHITE PEARL ,MANUAL,4,59
348,AMAZE E PETROL,536000,43000,2019,PETROL,MODERN STEEL METALLIC,MANUAL,3,43
349,AMAZE E PETROL,426000,66000,2016,PETROL,GOLDEN BROWN METALLIC,MANUAL,2,56
350,AMAZE E PETROL,621000,23000,2020,PETROL,RADIANT RED,MANUAL,5,58
351,AMAZE E PETROL,516000,46000,2018,PETROL,LUNAR SILVER,MANUAL,4,75
352,AMAZE S PETROL,651000,56000,2018,PETROL,SILVER,MANUAL,2,79
353,AMAZE S PETROL,711000,36000,2020,PETROL,ORCHID WHITE PEARL ,MANUAL,3,56
354,AMAZE S PETROL,426000,71000,2015,PETROL,MODERN STEEL METALLIC,MANUAL,5,86
355,AMAZE S PETROL,676000,50000,2019,PETROL,GOLDEN BROWN METALLIC,MANUAL,4,45
356,AMAZE S PETROL,476000,66000,2016,PETROL,RADIANT RED,MANUAL,3,78
357,AMAZE S PETROL,626000,63000,2017,PETROL,LUNAR SILVER,MANUAL,5,89
358,AMAZE SPECIAL EDITION,646000,63000,2017,PETROL,SILVER,MANUAL,3,98
359,AMAZE SPECIAL EDITION,746000,36000,2020,PETROL,ORCHID WHITE PEARL ,MANUAL,4,86
360,AMAZE SPECIAL EDITION,711000,49000,2019,PETROL,MODERN STEEL METALLIC,MANUAL,1,65
361,AMAZE SPECIAL EDITION,446000,73000,2015,PETROL,GOLDEN BROWN METALLIC,MANUAL,2,57
362,AMAZE SPECIAL EDITION,666000,53000,2018,PETROL,RADIANT RED,MANUAL,4,54
363,AMAZE SPECIAL EDITION,486000,65000,2016,PETROL,LUNAR SILVER,MANUAL,2,77
364,AMAZE V PETROL,686000,56000,2018,PETROL,SILVER,MANUAL,5,52
365,AMAZE V PETROL,776000,33000,2020,PETROL,ORCHID WHITE PEARL ,MANUAL,3,91
366,AMAZE V PETROL,736000,50000,2019,PETROL,MODERN STEEL METALLIC,MANUAL,2,64
367,AMAZE V PETROL,511000,73000,2016,PETROL,GOLDEN BROWN METALLIC,MANUAL,4,62
368,AMAZE V PETROL,666000,69000,2017,PETROL,RADIANT RED,MANUAL,3,51
369,AMAZE V PETROL,466000,76000,2015,PETROL,LUNAR SILVER,MANUAL,2,59
370,AMAZE E DIESEL,526000,74000,2016,DIESEL,SILVER,MANUAL,5,86
371,AMAZE E DIESEL,805000,32000,2020,DIESEL,ORCHID WHITE PEARL ,MANUAL,3,72
372,AMAZE E DIESEL,676000,68000,2017,DIESEL,MODERN STEEL METALLIC,MANUAL,2,58
373,AMAZE E DIESEL,746000,51000,2019,DIESEL,GOLDEN BROWN METALLIC,MANUAL,4,90
374,AMAZE E DIESEL,711000,57000,2018,DIESEL,RADIANT RED,MANUAL,3,74
375,AMAZE E DIESEL,476000,75000,2015,DIESEL,LUNAR SILVER,MANUAL,2,55
376,AMAZE S CVT PETROL,776000,50000,2019,PETROL,SILVER,AMT,5,64
377,AMAZE S CVT PETROL,846000,34000,2020,PETROL,ORCHID WHITE PEARL ,AMT,4,52
378,AMAZE S CVT PETROL,721000,58000,2018,PETROL,MODERN STEEL METALLIC,AMT,2,68
379,AMAZE S CVT PETROL,816000,73000,2016,PETROL,GOLDEN BROWN METALLIC,AMT,5,52
380,AMAZE S CVT PETROL,526000,76000,2015,PETROL,RADIANT RED,AMT,2,91
381,AMAZE S CVT PETROL,705000,69000,2017,PETROL,LUNAR SILVER,AMT,1,64
382,AMAZE SPECIAL EDITION CVT,826000,49000,2019,PETROL,SILVER,AMT,3,62
383,AMAZE SPECIAL EDITION CVT,741000,55000,2018,PETROL,ORCHID WHITE PEARL ,AMT,5,51
384,AMAZE SPECIAL EDITION CVT,866000,22000,2020,PETROL,MODERN STEEL METALLIC,AMT,4,59
385,AMAZE SPECIAL EDITION CVT,546000,72000,2015,PETROL,GOLDEN BROWN METALLIC,AMT,3,86
386,AMAZE SPECIAL EDITION CVT,726000,64000,2017,PETROL,RADIANT RED,AMT,5,72
387,AMAZE SPECIAL EDITION CVT,636000,66000,2016,PETROL,LUNAR SILVER,AMT,3,58
388,AMAZE EXCLUSIVE EDITION PETROL,756000,70000,2018,PETROL,SILVER,MANUAL,4,90
389,AMAZE EXCLUSIVE EDITION PETROL,876000,36000,2020,PETROL,ORCHID WHITE PEARL ,MANUAL,2,74
390,AMAZE EXCLUSIVE EDITION PETROL,736000,70000,2017,PETROL,MODERN STEEL METALLIC,MANUAL,5,55
391,AMAZE EXCLUSIVE EDITION PETROL,746000,59000,2019,PETROL,GOLDEN BROWN METALLIC,MANUAL,5,64
392,AMAZE EXCLUSIVE EDITION PETROL,586000,83000,2015,PETROL,RADIANT RED,MANUAL,5,52
393,AMAZE EXCLUSIVE EDITION PETROL,645000,79000,2016,PETROL,LUNAR SILVER,MANUAL,4,68
394,AMAZE VX PETROL,726000,58000,2018,PETROL,SILVER,MANUAL,3,45
395,AMAZE VX PETROL,646000,62000,2017,PETROL,ORCHID WHITE PEARL ,MANUAL,2,71
396,AMAZE VX PETROL,577000,73000,2016,PETROL,MODERN STEEL METALLIC,MANUAL,5,54
397,AMAZE VX PETROL,524000,82000,2015,PETROL,GOLDEN BROWN METALLIC,MANUAL,4,69
398,AMAZE VX PETROL,846000,52000,2019,PETROL,RADIANT RED,MANUAL,2,64
399,AMAZE VX PETROL,856000,34000,2020,PETROL,LUNAR SILVER,MANUAL,3,67
400,AMAZE S DIESEL,549000,70000,2015,DIESEL,SILVER,MANUAL,5,54
401,AMAZE S DIESEL,646000,69000,2016,DIESEL,ORCHID WHITE PEARL ,MANUAL,4,77
402,AMAZE S DIESEL,846000,48000,2019,DIESEL,MODERN STEEL METALLIC,MANUAL,3,52
403,AMAZE S DIESEL,886000,36000,2020,DIESEL,GOLDEN BROWN METALLIC,MANUAL,5,91
404,AMAZE S DIESEL,766000,64000,2017,DIESEL,RADIANT RED,MANUAL,3,64
405,AMAZE S DIESEL,816000,51000,2018,DIESEL,LUNAR SILVER,MANUAL,4,62
406,AMAZE  SPECIAL EDITION DIESEL,595000,73000,2015,DIESEL,SILVER,MANUAL,2,51
407,AMAZE  SPECIAL EDITION DIESEL,876000,45000,2019,DIESEL,ORCHID WHITE PEARL ,MANUAL,5,59
408,AMAZE  SPECIAL EDITION DIESEL,656000,66000,2017,DIESEL,MODERN STEEL METALLIC,MANUAL,3,58
409,AMAZE  SPECIAL EDITION DIESEL,616000,68000,2016,DIESEL,GOLDEN BROWN METALLIC,MANUAL,4,90
410,AMAZE  SPECIAL EDITION DIESEL,786000,53000,2018,DIESEL,RADIANT RED,MANUAL,3,74
411,AMAZE  SPECIAL EDITION DIESEL,916000,32000,2020,DIESEL,LUNAR SILVER,MANUAL,5,55
412,AMAZE V CVT PETROL,546000,62000,2015,PETROL,SILVER,AMT,2,64
413,AMAZE V CVT PETROL,626000,60000,2016,PETROL,ORCHID WHITE PEARL ,AMT,4,52
414,AMAZE V CVT PETROL,686000,53000,2017,PETROL,MODERN STEEL METALLIC,AMT,5,68
415,AMAZE V CVT PETROL,881000,44000,2019,PETROL,GOLDEN BROWN METALLIC,AMT,2,52
416,AMAZE V CVT PETROL,926000,26000,2020,PETROL,RADIANT RED,AMT,4,91
417,AMAZE V CVT PETROL,791000,48000,2018,PETROL,LUNAR SILVER,AMT,5,64
418,AMAZE V DIESEL,626000,69000,2015,DIESEL,SILVER,MANUAL,2,62
419,AMAZE V DIESEL,676000,65000,2016,DIESEL,ORCHID WHITE PEARL ,MANUAL,4,51
420,AMAZE V DIESEL,876000,50000,2019,DIESEL,MODERN STEEL METALLIC,MANUAL,5,59
421,AMAZE V DIESEL,916000,36000,2020,DIESEL,GOLDEN BROWN METALLIC,MANUAL,3,86
422,AMAZE V DIESEL,846000,50000,2018,DIESEL,RADIANT RED,MANUAL,5,72
423,AMAZE V DIESEL,756000,51000,2017,DIESEL,LUNAR SILVER,MANUAL,3,58
424,AMAZE EXCLUSIVE EDITION CVT PETROL,676000,74000,2015,PETROL,SILVER,AMT,4,90
425,AMAZE EXCLUSIVE EDITION CVT PETROL,876000,54000,2018,PETROL,ORCHID WHITE PEARL ,AMT,5,74
426,AMAZE EXCLUSIVE EDITION CVT PETROL,936000,42000,2019,PETROL,MODERN STEEL METALLIC,AMT,1,55
427,AMAZE EXCLUSIVE EDITION CVT PETROL,716000,69000,2016,PETROL,GOLDEN BROWN METALLIC,AMT,5,64
428,AMAZE EXCLUSIVE EDITION CVT PETROL,776000,62000,2017,PETROL,RADIANT RED,AMT,2,52
429,AMAZE EXCLUSIVE EDITION CVT PETROL,956000,28000,2020,PETROL,LUNAR SILVER,AMT,3,68
430,AMAZE VX CVT PETROL,956000,48000,2019,PETROL,SILVER,AMT,4,45
431,AMAZE VX CVT PETROL,926000,59000,2018,PETROL,ORCHID WHITE PEARL ,AMT,5,71
432,AMAZE VX CVT PETROL,686000,69000,2015,PETROL,MODERN STEEL METALLIC,AMT,5,54
433,AMAZE VX CVT PETROL,976000,35000,2020,PETROL,GOLDEN BROWN METALLIC,AMT,4,69
434,AMAZE VX CVT PETROL,726000,62000,2016,PETROL,RADIANT RED,AMT,3,64
435,AMAZE VX CVT PETROL,786000,61000,2017,PETROL,LUNAR SILVER,AMT,2,67
436,AMAZE S CVT DIESEL,936000,50000,2018,DIESEL,SILVER,AMT,5,90
437,AMAZE S CVT DIESEL,700000,72000,2015,DIESEL,ORCHID WHITE PEARL ,AMT,4,74
438,AMAZE S CVT DIESEL,986000,33000,2020,DIESEL,MODERN STEEL METALLIC,AMT,2,55
439,AMAZE S CVT DIESEL,791000,53000,2017,DIESEL,GOLDEN BROWN METALLIC,AMT,3,64
440,AMAZE S CVT DIESEL,965000,44000,2019,DIESEL,RADIANT RED,AMT,5,52
441,AMAZE S CVT DIESEL,746000,66000,2016,DIESEL,LUNAR SILVER,AMT,4,68
442,AMAZE SPECIAL EDITION CVT DIESEL,916000,54000,2018,DIESEL,SILVER,AMT,3,45
443,AMAZE SPECIAL EDITION CVT DIESEL,716000,70000,2015,DIESEL,ORCHID WHITE PEARL ,AMT,5,71
444,AMAZE SPECIAL EDITION CVT DIESEL,756000,66000,2016,DIESEL,MODERN STEEL METALLIC,AMT,3,54
445,AMAZE SPECIAL EDITION CVT DIESEL,846000,63000,2017,DIESEL,GOLDEN BROWN METALLIC,AMT,4,69
446,AMAZE SPECIAL EDITION CVT DIESEL,946000,46000,2019,DIESEL,RADIANT RED,AMT,2,64
447,AMAZE SPECIAL EDITION CVT DIESEL,1032000,24000,2020,DIESEL,LUNAR SILVER,AMT,5,67
448,AMAZE EXCLUSIVE EDITION DIESEL,926000,54000,2018,DIESEL,SILVER,MANUAL,3,54
449,AMAZE EXCLUSIVE EDITION DIESEL,776000,72000,2016,DIESEL,ORCHID WHITE PEARL ,MANUAL,4,77
450,AMAZE EXCLUSIVE EDITION DIESEL,1057000,32000,2020,DIESEL,MODERN STEEL METALLIC,MANUAL,3,52
451,AMAZE EXCLUSIVE EDITION DIESEL,846000,66000,2017,DIESEL,GOLDEN BROWN METALLIC,MANUAL,5,91
452,AMAZE EXCLUSIVE EDITION DIESEL,956000,46000,2019,DIESEL,RADIANT RED,MANUAL,2,64
453,AMAZE EXCLUSIVE EDITION DIESEL,1056000,38000,2020,DIESEL,LUNAR SILVER,MANUAL,4,62
454,AMAZE VX DIESEL,746000,65000,2016,DIESEL,SILVER,MANUAL,5,51
455,AMAZE VX DIESEL,716000,70000,2015,DIESEL,ORCHID WHITE PEARL ,MANUAL,2,59
456,AMAZE VX DIESEL,836000,61000,2017,DIESEL,MODERN STEEL METALLIC,MANUAL,4,58
457,AMAZE VX DIESEL,986000,36000,2020,DIESEL,GOLDEN BROWN METALLIC,MANUAL,5,90
458,AMAZE VX DIESEL,911000,56000,2018,DIESEL,RADIANT RED,MANUAL,2,74
459,AMAZE VX DIESEL,936000,50000,2019,DIESEL,LUNAR SILVER,MANUAL,4,55
460,AMAZE V CVT DIESEL,1046000,26000,2020,DIESEL,SILVER,AMT,5,64
461,AMAZE V CVT DIESEL,921000,53000,2018,DIESEL,ORCHID WHITE PEARL ,AMT,3,52
462,AMAZE V CVT DIESEL,946000,48000,2019,DIESEL,MODERN STEEL METALLIC,AMT,5,68
463,AMAZE V CVT DIESEL,1036000,33000,2020,DIESEL,GOLDEN BROWN METALLIC,AMT,3,52
464,AMAZE V CVT DIESEL,836000,55000,2017,DIESEL,RADIANT RED,AMT,4,91
465,AMAZE V CVT DIESEL,721000,65000,2015,DIESEL,LUNAR SILVER,AMT,5,64
466,AMAZE V CVT DIESEL,766000,60000,2016,DIESEL,SILVER,AMT,1,62
467,AMAZE EXCLUSIVE EDITION CVT DIESEL,946000,58000,2018,DIESEL,ORCHID WHITE PEARL ,AMT,5,51
468,AMAZE EXCLUSIVE EDITION CVT DIESEL,1051000,46000,2019,DIESEL,MODERN STEEL METALLIC,AMT,2,59
469,AMAZE EXCLUSIVE EDITION CVT DIESEL,776000,66000,2017,DIESEL,GOLDEN BROWN METALLIC,AMT,3,86
470,AMAZE EXCLUSIVE EDITION CVT DIESEL,1086000,32000,2020,DIESEL,RADIANT RED,AMT,4,72
471,AMAZE EXCLUSIVE EDITION CVT DIESEL,726000,68000,2016,DIESEL,LUNAR SILVER,AMT,5,58
472,AMAZE VX CVT DIESEL,926000,25000,2019,DIESEL,SILVER,AMT,2,90
473,AMAZE VX CVT DIESEL,846000,68000,2017,DIESEL,ORCHID WHITE PEARL ,AMT,4,74
474,AMAZE VX CVT DIESEL,726000,75000,2015,DIESEL,MODERN STEEL METALLIC,AMT,5,55
475,AMAZE VX CVT DIESEL,776000,59000,2016,DIESEL,GOLDEN BROWN METALLIC,AMT,3,47
476,AMAZE VX CVT DIESEL,876000,53000,2018,DIESEL,RADIANT RED,AMT,5,65
477,AMAZE VX CVT DIESEL,1046000,41000,2020,DIESEL,LUNAR SILVER,AMT,3,42
478,CIVIC V,1726000,66000,2016,PETROL,PLATINUM WHITE PEARL,AMT,4,86
479,CIVIC V,1846000,50000,2018,PETROL,MODERN STEEL METALLIC,AMT,5,94
480,CIVIC V,2016000,52000,2019,PETROL,GOLDEN BROWN METALLIC,AMT,1,75
481,CIVIC V,1776000,63000,2017,PETROL,RADIANT RED METALLIC,AMT,5,66
482,CIVIC V,2126000,32000,2018,PETROL,LUNAR SILVER,AMT,2,53
483,CIVIC VX ,1964000,76000,2015,PETROL,PLATINUM WHITE PEARL,AMT,3,64
484,CIVIC VX ,2216000,49000,2019,PETROL,MODERN STEEL METALLIC,AMT,4,58
485,CIVIC VX ,2146000,53000,2018,PETROL,GOLDEN BROWN METALLIC,AMT,5,64
486,CIVIC VX ,1976000,74000,2016,PETROL,RADIANT RED METALLIC,AMT,5,57
487,CIVIC VX ,2026000,69000,2017,PETROL,LUNAR SILVER,AMT,4,59
488,CIVIC VX DIESEL,2546000,34000,2020,DIESEL,PLATINUM WHITE PEARL,MANUAL,3,46
489,CIVIC VX DIESEL,2515000,47000,2019,DIESEL,MODERN STEEL METALLIC,MANUAL,2,58
490,CIVIC VX DIESEL,2576000,22000,2020,DIESEL,GOLDEN BROWN METALLIC,MANUAL,5,76
491,CIVIC VX DIESEL,2416000,62000,2017,DIESEL,RADIANT RED METALLIC,MANUAL,4,94
492,CIVIC VX DIESEL,2456000,52000,2018,DIESEL,LUNAR SILVER,MANUAL,2,53
493,CIVIC ZX,2476000,42000,2018,PETROL,PLATINUM WHITE PEARL,AMT,3,64
494,CIVIC ZX,2546000,39000,2019,PETROL,MODERN STEEL METALLIC,AMT,5,51
495,CIVIC ZX,2426000,48000,2017,PETROL,GOLDEN BROWN METALLIC,AMT,4,64
496,CIVIC ZX,2586000,35000,2020,PETROL,RADIANT RED METALLIC,AMT,3,53
497,CIVIC ZX,2546000,46000,2019,PETROL,LUNAR SILVER,AMT,5,42
498,CIVIC ZX DIESEL,2676000,43000,2019,DIESEL,PLATINUM WHITE PEARL,MANUAL,3,86
499,CIVIC ZX DIESEL,2416000,66000,2016,DIESEL,MODERN STEEL METALLIC,MANUAL,4,42
500,CIVIC ZX DIESEL,2546000,62000,2017,DIESEL,GOLDEN BROWN METALLIC,MANUAL,3,59
501,CIVIC ZX DIESEL,2576000,59000,2018,DIESEL,RADIANT RED METALLIC,MANUAL,5,43
502,CIVIC ZX DIESEL,2724000,36000,2020,DIESEL,LUNAR SILVER,MANUAL,2,56
503,WR-V SV,856000,46000,2019,PETROL,REDIANT RED METALLIC,MANUAL,4,58
504,WR-V SV,876000,39000,2020,PETROL,WHITE ORCHID PEARL,MANUAL,5,75
505,WR-V SV,726000,57000,2018,PETROL,MODERN STEEL METALLIC,MANUAL,2,79
506,WR-V SV,616000,69000,2017,PETROL,GOLDEN BROWN METALLIC,MANUAL,4,56
507,WR-V SV,846000,58000,2019,PETROL,PREMIUM AMBER,MANUAL,5,86
508,WR-V SV,576000,76000,2016,PETROL,LUNAR SILVER,MANUAL,2,45
509,WR-V EXCLUSIVE EDITION PETROL,816000,70000,2017,PETROL,REDIANT RED METALLIC,MANUAL,4,78
510,WR-V EXCLUSIVE EDITION PETROL,1016000,40000,2020,PETROL,WHITE ORCHID PEARL,MANUAL,5,89
511,WR-V EXCLUSIVE EDITION PETROL,926000,59000,2019,PETROL,MODERN STEEL METALLIC,MANUAL,3,98
512,WR-V EXCLUSIVE EDITION PETROL,826000,62000,2017,PETROL,GOLDEN BROWN METALLIC,MANUAL,5,86
513,WR-V EXCLUSIVE EDITION PETROL,846000,65000,2018,PETROL,PREMIUM AMBER,MANUAL,3,65
514,WR-V EXCLUSIVE EDITION PETROL,776000,71000,2016,PETROL,LUNAR SILVER,MANUAL,4,57
515,WR-V VX,926000,61000,2018,PETROL,REDIANT RED METALLIC,MANUAL,5,52
516,WR-V VX,786000,56000,2017,PETROL,WHITE ORCHID PEARL,MANUAL,1,68
517,WR-V VX,746000,75000,2016,PETROL,MODERN STEEL METALLIC,MANUAL,5,45
518,WR-V VX,936000,50000,2019,PETROL,GOLDEN BROWN METALLIC,MANUAL,2,71
519,WR-V VX,1053000,46000,2020,PETROL,PREMIUM AMBER,MANUAL,3,54
520,WR-V VX,921000,66000,2018,PETROL,LUNAR SILVER,MANUAL,4,69
521,WR-V SV DIESEL,791000,66000,2017,DIESEL,REDIANT RED METALLIC,MANUAL,5,64
522,WR-V SV DIESEL,946000,53000,2019,DIESEL,WHITE ORCHID PEARL,MANUAL,2,67
523,WR-V SV DIESEL,1066000,45000,2020,DIESEL,MODERN STEEL METALLIC,MANUAL,4,90
524,WR-V SV DIESEL,726000,75000,2015,DIESEL,GOLDEN BROWN METALLIC,MANUAL,5,74
525,WR-V SV DIESEL,836000,52000,2018,DIESEL,PREMIUM AMBER,MANUAL,3,55
526,WR-V SV DIESEL,751000,69000,2016,DIESEL,LUNAR SILVER,MANUAL,5,64
527,WR-V EXCLUSIVE EDITION DIESEL,916000,79000,2015,DIESEL,REDIANT RED METALLIC,MANUAL,3,52
528,WR-V EXCLUSIVE EDITION DIESEL,1276000,47000,2019,DIESEL,WHITE ORCHID PEARL,MANUAL,4,68
